5350
10050
14250
17950
22650
27350
31550
36250
40950
44650
49000
52850
56700
60900
65100
68950
72650
77350
82050
86250
90950
95150
100350
105200
108900
114100
117950
121650
125500
130200
134400
139100
143300
147500
152200
157400
161600
165450
169650
173350
178550
183250
187450
191150
195850
200550
204750
209450
214300
218000
