SID,Run,Trial,RawOnset (ms),TROnset,Go/Stop,Stop,Z (s),Delay (s),Response,RT (s),Code,Duration (s),Jitter (ms),Mean (s),Trial Duration (s),Onset Difference (s),Trial Duration (ms),Onset Difference (ms),Latency (ms),,Block,Expected Block Duration (ms),Actual Block Duration (ms),Block Duration Difference (ms),Calculated Between-Trial Latency (ms),Remaining Within cycle() Latency (ms),Within cycle() Latency Per Trial (ms)
20130821T161643,4,3,15683.3625,6.2733,Stop,1,0.33333,0.26667,,,1,2.3331,2014.9839,NaN,4.3480839,4.3656324,4348.0839,4365.6324,17.5485,,,,,,,,
20130821T161643,4,4,20048.9949,8.0196,Go,0,,,,,4,2.1998,1498.404,NaN,3.698204,3.7164178,3698.204,3716.4178,18.2138,,,,,,,,
20130821T161643,4,5,23765.4127,9.5062,Go,0,,,,,4,2.1998,2498.4047,NaN,4.6982047,4.7163561,4698.2047,4716.3561,18.1514,,,,,,,,
20130821T161643,4,6,28481.7688,11.3927,Go,0,,,,,4,2.1997,2498.3303,NaN,4.6980303,4.7161705,4698.0303,4716.1705,18.1402,,,,,,,,
20130821T161643,4,7,33197.9393,13.2792,Go,0,,,,,4,2.1998,1998.3301,NaN,4.1981301,4.2162332,4198.1301,4216.2332,18.1031,,,,,,,,
20130821T161643,4,8,37414.1725,14.9657,Go,0,,,,,4,2.1998,2498.4625,NaN,4.6982625,4.7167117,4698.2625,4716.7117,18.4492,,,,,,,,
20130821T161643,4,9,42130.8842,16.8524,Go,0,,,,,4,2.1998,2498.3318,NaN,4.6981318,4.7159791,4698.1318,4715.9791,17.8473,,,,,,,,
20130821T161643,4,10,46846.8633,18.7387,Go,0,,,,,4,2.1998,1498.3213,NaN,3.6981213,3.7162373,3698.1213,3716.2373,18.116,,,,,,,,
20130821T161643,4,11,50563.1006,20.2252,Go,0,,,,,4,2.1998,1998.3349,NaN,4.1981349,4.2164355,4198.1349,4216.4355,18.3006,,,,,,,,
20130821T161643,4,12,54779.5361,21.9118,Go,0,,,,,4,2.1998,1498.3288,NaN,3.6981288,3.7162777,3698.1288,3716.2777,18.1489,,,,,,,,
20130821T161643,4,13,58495.8138,23.3983,Go,0,,,,,4,2.1998,1498.322,NaN,3.698122,3.7165204,3698.122,3716.5204,18.3984,,,,,,,,
20130821T161643,4,14,62212.3342,24.8849,Go,0,,,,,4,2.1998,1998.3202,NaN,4.1981202,4.2161765,4198.1202,4216.1765,18.0563,,,,,,,,
20130821T161643,4,15,66428.5107,26.5714,Go,0,,,,,4,2.1998,1998.3122,NaN,4.1981122,4.2162895,4198.1122,4216.2895,18.1773,,,,,,,,
20130821T161643,4,16,70644.8002,28.2579,Go,0,,,,,4,2.1998,1498.3183,NaN,3.6981183,3.7171508,3698.1183,3717.1508,19.0325,,,,,,,,
20130821T161643,4,17,74361.951,29.7448,Stop,1,0.33333,0.26667,,,1,2.3331,1515.0218,NaN,3.8481218,3.8656468,3848.1218,3865.6468,17.525,,,,,,,,
20130821T161643,4,18,78227.5978,31.291,Go,0,,,,,4,2.1998,2498.4344,NaN,4.6982344,4.716423,4698.2344,4716.423,18.1886,,,,,,,,
20130821T161643,4,19,82944.0208,33.1776,Go,0,,,,,4,2.1998,2498.3442,NaN,4.6981442,4.7160798,4698.1442,4716.0798,17.9356,,,,,,,,
20130821T161643,4,20,87660.1006,35.064,Go,0,,,,,4,2.1998,1998.3245,NaN,4.1981245,4.2163229,4198.1245,4216.3229,18.1984,,,,,,,,
20130821T161643,4,21,91876.4235,36.7506,Go,0,,,,,4,2.1998,2498.3541,NaN,4.6981541,4.7166124,4698.1541,4716.6124,18.4583,,,,,,,,
20130821T161643,4,22,96593.0359,38.6372,Go,0,,,,,4,2.1997,1998.3284,NaN,4.1980284,4.2159319,4198.0284,4215.9319,17.9035,,,,,,,,
20130821T161643,4,23,100808.9678,40.3236,Go,0,,,,,4,2.1998,2998.3139,NaN,5.1981139,5.2163395,5198.1139,5216.3395,18.2256,,,,,,,,
20130821T161643,4,24,106025.3073,42.4101,Go,0,,,,,4,2.1998,2498.3183,NaN,4.6981183,4.7162687,4698.1183,4716.2687,18.1504,,,,,,,,
20130821T161643,4,25,110741.576,44.2966,Go,0,,,,,4,2.1998,1498.3352,NaN,3.6981352,3.7164075,3698.1352,3716.4075,18.2723,,,,,,,,
20130821T161643,4,26,114457.9835,45.7832,Go,0,,,,,4,2.1998,2998.4199,NaN,5.1982199,5.2171109,5198.2199,5217.1109,18.891,,,,,,,,
20130821T161643,4,27,119675.0944,47.87,Stop,1,0.36667,0.23333,,,1,2.3664,1481.6609,NaN,3.8480609,3.8653356,3848.0609,3865.3356,17.2747,,,,,,,,
20130821T161643,4,28,123540.43,49.4162,Go,0,,,,,4,2.1998,1498.36,NaN,3.69816,3.7164628,3698.16,3716.4628,18.3028,,,,,,,,
20130821T161643,4,29,127256.8928,50.9028,Go,0,,,,,4,2.1998,1498.3263,NaN,3.6981263,3.7162472,3698.1263,3716.2472,18.1209,,,,,,,,
20130821T161643,4,30,130973.14,52.3893,Go,0,,,,,4,2.1998,2498.3177,NaN,4.6981177,4.7163628,4698.1177,4716.3628,18.2451,,,,,,,,
20130821T161643,4,31,135689.5028,54.2758,Go,0,,,,,4,2.1998,1998.3278,NaN,4.1981278,4.21705,4198.1278,4217.05,18.9222,,,,,,,,
20130821T161643,4,32,139906.5528,55.9626,Stop,1,0.36667,0.23333,,,1,2.3665,2481.6675,NaN,4.8481675,4.8656084,4848.1675,4865.6084,17.4409,,,,,,,,
20130821T161643,4,33,144772.1612,57.9089,Go,0,,,,,4,2.1998,1998.3506,NaN,4.1981506,4.2163027,4198.1506,4216.3027,18.1521,,,,,,,,
20130821T161643,4,34,148988.4639,59.5954,Go,0,,,,,4,2.1998,1998.4406,NaN,4.1982406,4.2171585,4198.2406,4217.1585,18.9179,,,,,,,,
20130821T161643,4,35,153205.6224,61.2822,Stop,1,0.33333,0.26667,,,1,2.3331,2515.0046,NaN,4.8481046,4.8662415,4848.1046,4866.2415,18.1369,,,,,,,,
20130821T161643,4,36,158071.8639,63.2287,Stop,1,0.33333,0.26667,,,1,2.3331,3014.9945,NaN,5.3480945,5.365499,5348.0945,5365.499,17.4045,,,,,,,,
20130821T161643,4,37,163437.3629,65.3749,Go,0,,,,,4,2.1998,1998.3255,NaN,4.1981255,4.2162841,4198.1255,4216.2841,18.1586,,,,,,,,
20130821T161643,4,38,167653.647,67.0615,Go,0,,,,,4,2.1998,1498.3316,NaN,3.6981316,3.7171005,3698.1316,3717.1005,18.9689,,,,,,,,
20130821T161643,4,39,171370.7475,68.5483,Stop,1,0.35,0.25,,,1,2.3498,1998.3192,NaN,4.3481192,4.3655039,4348.1192,4365.5039,17.3847,,,,,,,,
20130821T161643,4,40,175736.2514,70.2945,Go,0,,,,,4,2.1998,1498.3332,NaN,3.6981332,3.7173183,3698.1332,3717.3183,19.1851,,,,,,,,
20130821T161643,4,41,179453.5697,71.7814,Stop,1,0.36667,0.23333,,,1,2.3665,2981.6706,NaN,5.3481706,5.3653752,5348.1706,5365.3752,17.2046,,,,,,,,
20130821T161643,4,42,184818.9449,73.9276,Go,0,,,,,4,2.1998,2498.3306,NaN,4.6981306,4.7169776,4698.1306,4716.9776,18.847,,,,,,,,
20130821T161643,4,43,189535.9225,75.8144,Stop,1,0.36667,0.23333,,,1,2.3665,1982.001,NaN,4.348501,4.3667567,4348.501,4366.7567,18.2557,,,,,,,,
20130821T161643,4,44,193902.6792,77.5611,Stop,1,0.33333,0.26667,,,1,2.3331,1514.9857,NaN,3.8480857,3.8650685,3848.0857,3865.0685,16.9828,,,,,,,,
20130821T161643,4,45,197767.7477,79.1071,Go,0,,,,,4,2.1998,2498.3364,NaN,4.6981364,4.7164234,4698.1364,4716.4234,18.287,,,,,,,,
20130821T161643,4,46,202484.1711,80.9937,Go,0,,,,,4,2.1998,2498.3511,NaN,4.6981511,4.7162578,4698.1511,4716.2578,18.1067,,,,,,,,
20130821T161643,4,47,207200.4289,82.8802,Go,0,,,,,4,2.1998,1998.3162,NaN,4.1981162,4.2161773,4198.1162,4216.1773,18.0611,,,,,,,,
20130821T161643,4,48,211416.6062,84.5666,Go,0,,,,,4,2.1998,2498.3539,NaN,4.6981539,4.7164869,4698.1539,4716.4869,18.333,,,,,,,,
20130821T161643,4,49,216133.0931,86.4532,Go,0,,,,,4,2.1998,2498.3828,NaN,4.6981828,4.7162602,4698.1828,4716.2602,18.0774,,,,,,,,
20130821T161643,4,50,220849.3533,88.3397,Go,0,,,,,4,2.1998,1498.3417,NaN,3.6981417,,3698.1417,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,18.20105,,,,,,,,
