SID,Trial,Stop,Delay,RT,Code,Duration,Mean
20130731T201400,Go,0,,1.0665,3,1.0832,0.74245
20130731T201400,Go,0,,0.63119,3,0.63329,0.74009
20130731T201400,Go,0,,0.8273,3,0.8332,0.7419
20130731T201400,Go,0,,0.79835,3,0.80011,0.74306
20130731T201400,Stop,1,0.50158,,1,2.5156,0.74306
20130731T201400,Go,0,,1.581,3,1.5831,0.75981
20130731T201400,Go,0,,0.65977,3,0.66664,0.75785
20130731T201400,Go,0,,0.74542,3,0.75051,0.75761
20130731T201400,Go,0,,0.70061,3,0.71657,0.75654
20130731T201400,Go,0,,0.65026,3,0.66656,0.75457
20130731T201400,Stop,1,0.51825,,1,2.533,0.75457
20130731T201400,Go,0,,1.7707,3,1.7831,0.77304
20130731T201400,Go,0,,0.40586,3,0.41662,0.76649
20130731T201400,Go,0,,1.0801,3,1.0832,0.77199
20130731T201400,Go,0,,0.92893,3,0.93398,0.7747
20130731T201400,Go,0,,0.4212,3,0.43333,0.7687
20130731T201400,Go,0,,0.81234,3,0.81632,0.76943
20130731T201400,Go,0,,0.51874,3,0.53316,0.76532
20130731T201400,Go,0,,0.79583,3,0.79997,0.76581
20130731T201400,Go,0,,0.62183,3,0.63328,0.76353
20130731T201400,Go,0,,0.69868,3,0.71601,0.76251
20130731T201400,Go,0,,0.48217,3,0.49985,0.7582
20130731T201400,Stop,1,0.53492,,1,2.5494,0.7582
20130731T201400,Go,0,,0.8396,3,0.84993,0.75944
20130731T201400,Go,0,,1.3017,3,1.3165,0.76753
20130731T201400,Go,0,,1.0578,3,1.0666,0.7718
20130731T201400,Go,0,,0.40348,3,0.41664,0.76646
20130731T201400,Go,0,,0.74365,3,0.74993,0.76613
20130731T201400,Go,0,,0.68053,3,0.68333,0.76493
20130731T201400,Go,0,,0.3719,3,0.38331,0.75947
20130731T201400,Go,0,,0.63136,3,0.63309,0.75771
20130731T201400,Stop,1,0.55158,0.68899,2,0.69983,0.75679
20130731T201400,Go,0,,1.6018,3,1.6164,0.76805
20130731T201400,Stop,1,0.53492,1.1709,2,1.1832,0.77335
20130731T201400,Go,0,,1.333,3,1.3498,0.78062
20130731T201400,Go,0,,,4,2.2163,0.78062
20130731T201400,Go,0,,0.00074921,3,0.016845,0.77062
20130731T201400,Go,0,,0.090405,3,0.099881,0.76201
20130731T201400,Go,0,,0.013849,3,0.033451,0.75266
20130731T201400,Go,0,,0.036149,3,0.049945,0.74381
20130731T201400,Go,0,,0.0049647,3,0.016644,0.7348
20130731T201400,Stop,1,0.51825,0.00075947,2,0.016521,0.72596
20130731T201400,Go,0,,1.0112,3,1.0166,0.72936
20130731T201400,Go,0,,0.17021,3,0.18331,0.72278
20130731T201400,Go,0,,1.0397,3,1.0498,0.72646
20130731T201400,Go,0,,0.32586,3,0.33325,0.72186
20130731T201400,Go,0,,0.71032,3,0.71572,0.72173
20130731T201400,Go,0,,0.51308,3,0.51651,0.71938
20130731T201400,Go,0,,0.72783,3,0.73329,0.71948
20130731T201400,Go,0,,0.68347,3,0.69996,0.71908
20130731T201400,Go,0,,0.71145,3,0.71713,0.719
20130731T201400,Go,0,,0.93514,3,0.94987,0.72132
20130731T201400,Go,0,,0.67869,3,0.68412,0.72087
20130731T201400,Stop,1,0.50158,0.32934,2,0.33325,0.71675
20130731T201400,Go,0,,0.9958,3,0.99994,0.71965
20130731T201400,Go,0,,0.89876,3,0.90054,0.7215
20130731T201400,Stop,1,0.48492,1.7808,2,1.7831,0.73231
20130731T201400,Go,0,,,4,2.2164,0.73231
