SID,Run,Trial,RawOnset (ms),TROnset,Go/Stop,Stop,Z (s),Delay (s),Response,RT (s),Code,Duration (s),Jitter (ms),Mean (s),Trial Duration (s),Onset Difference (s),Trial Duration (ms),Onset Difference (ms),Latency (ms),,Block,Expected Block Duration (ms),Actual Block Duration (ms),Block Duration Difference (ms),Calculated By-Trial Latency (ms),Total Outside cycle() Latency (ms),Outside cycle() Latency Per Trial (ms)
20130820T151145,3,44,199919.4548,79.9678,Go,0,,,,,4,2.2165,1650.3903,NaN,3.8668903,3.8839448,3866.8903,3883.9448,17.0545,,,,,,,,
20130820T151145,3,45,203803.3996,81.5214,Stop,1,0.35,0.25,,,1,2.3664,2500.319,NaN,4.866719,4.8820092,4866.719,4882.0092,15.2902,,,,,,,,
20130820T151145,3,46,208685.4088,83.4742,Go,0,,,,,4,2.2165,2650.3324,NaN,4.8668324,4.8832452,4866.8324,4883.2452,16.4128,,,,,,,,
20130820T151145,3,47,213568.654,85.4275,Go,0,,,,,4,2.2165,2150.4635,NaN,4.3669635,4.3828156,4366.9635,4382.8156,15.8521,,,,,,,,
20130820T151145,3,48,217951.4696,87.1806,Go,0,,,,,4,2.2164,2650.3714,NaN,4.8667714,4.8836911,4866.7714,4883.6911,16.9197,,,,,,,,
20130820T151145,3,49,222835.1607,89.1341,Stop,1,0.35,0.25,,,1,2.3665,2500.4632,NaN,4.8669632,4.8823473,4866.9632,4882.3473,15.3841,,,,,,,,
20130820T151145,3,50,227717.508,91.087,Go,0,,,,,4,2.2165,1650.4341,NaN,3.8669341,,3866.9341,,,,,,,,,,
20130820T151145,4,1,5761.4293,2.3046,Go,0,,,,,4,2.2165,3150.3378,NaN,5.3668378,5.3739863,5366.8378,5373.9863,7.1485,,,,,,,,
20130820T151145,4,2,11135.4156,4.4542,Go,0,,,,,4,2.2165,2650.4732,NaN,4.8669732,4.8829101,4866.9732,4882.9101,15.9369,,,,,,,,
20130820T151145,4,3,16018.3257,6.4073,Go,0,,,,,4,2.2164,2150.3905,NaN,4.3667905,4.3830046,4366.7905,4383.0046,16.2141,,,,,,,,
20130820T151145,4,4,20401.3303,8.1605,Go,0,,,,,4,2.2165,1650.5926,NaN,3.8670926,3.8836342,3867.0926,3883.6342,16.5416,,,,,,,,
20130820T151145,4,5,24284.9645,9.714,Stop,1,0.33333,0.23333,,,1,2.3498,2517.112,NaN,4.866912,4.8828091,4866.912,4882.8091,15.8971,,,,,,,,
20130820T151145,4,6,29167.7736,11.6671,Stop,1,0.35,0.25,,,1,2.3664,2500.321,NaN,4.866721,4.8821294,4866.721,4882.1294,15.4084,,,,,,,,
20130820T151145,4,7,34049.903,13.62,Go,0,,,,,4,2.2165,2150.3925,NaN,4.3668925,4.3830159,4366.8925,4383.0159,16.1234,,,,,,,,
20130820T151145,4,8,38432.9189,15.3732,Go,0,,,,,4,2.2165,2650.3689,NaN,4.8668689,4.8830148,4866.8689,4883.0148,16.1459,,,,,,,,
20130820T151145,4,9,43315.9337,17.3264,Go,0,,,,,4,2.2165,2650.3162,NaN,4.8668162,4.8828111,4866.8162,4882.8111,15.9949,,,,,,,,
20130820T151145,4,10,48198.7448,19.2795,Go,0,,,,,4,2.2164,1650.3171,NaN,3.8667171,3.8829127,3866.7171,3882.9127,16.1956,,,,,,,,
20130820T151145,4,11,52081.6575,20.8327,Go,0,,,,,4,2.2164,2150.3282,NaN,4.3667282,4.3837367,4366.7282,4383.7367,17.0085,,,,,,,,
20130820T151145,4,12,56465.3942,22.5862,Stop,1,0.33333,0.23333,,,1,2.3497,1516.9843,NaN,3.8666843,3.8829568,3866.6843,3882.9568,16.2725,,,,,,,,
20130820T151145,4,13,60348.351,24.1393,Stop,1,0.36667,0.26667,,,1,2.3831,1483.6576,NaN,3.8667576,3.8823363,3866.7576,3882.3363,15.5787,,,,,,,,
20130820T151145,4,14,64230.6873,25.6923,Go,0,,,,,4,2.2164,2150.3143,NaN,4.3667143,4.3829964,4366.7143,4382.9964,16.2821,,,,,,,,
20130820T151145,4,15,68613.6837,27.4455,Go,0,,,,,4,2.2165,2150.3443,NaN,4.3668443,4.383094,4366.8443,4383.094,16.2497,,,,,,,,
20130820T151145,4,16,72996.7777,29.1987,Go,0,,,,,4,2.2164,1650.3211,NaN,3.8667211,3.883653,3866.7211,3883.653,16.9319,,,,,,,,
20130820T151145,4,17,76880.4307,30.7522,Stop,1,0.33333,0.23333,,,1,2.3498,1516.9966,NaN,3.8667966,3.8822136,3866.7966,3882.2136,15.417,,,,,,,,
20130820T151145,4,18,80762.6443,32.3051,Go,0,,,,,4,2.2164,2650.3119,NaN,4.8667119,4.8830326,4866.7119,4883.0326,16.3207,,,,,,,,
20130820T151145,4,19,85645.6769,34.2583,Go,0,,,,,4,2.2165,2650.4791,NaN,4.8669791,4.8832253,4866.9791,4883.2253,16.2462,,,,,,,,
20130820T151145,4,20,90528.9022,36.2116,Go,0,,,,,4,2.2164,2150.3223,NaN,4.3667223,4.3826398,4366.7223,4382.6398,15.9175,,,,,,,,
20130820T151145,4,21,94911.542,37.9646,Go,0,,,,,4,2.2165,2650.4235,NaN,4.8669235,4.883118,4866.9235,4883.118,16.1945,,,,,,,,
20130820T151145,4,22,99794.66,39.9179,Go,0,,,,,4,2.2165,2150.7615,NaN,4.3672615,4.3832642,4367.2615,4383.2642,16.0027,,,,,,,,
20130820T151145,4,23,104177.9242,41.6712,Go,0,,,,,4,2.2165,3150.3527,NaN,5.3668527,5.3826206,5366.8527,5382.6206,15.7679,,,,,,,,
20130820T151145,4,24,109560.5448,43.8242,Go,0,,,,,4,2.2165,2650.4714,NaN,4.8669714,4.8829604,4866.9714,4882.9604,15.989,,,,,,,,
20130820T151145,4,25,114443.5052,45.7774,Go,0,,,,,4,2.2165,1650.342,NaN,3.866842,3.883505,3866.842,3883.505,16.663,,,,,,,,
20130820T151145,4,26,118327.0102,47.3308,Stop,1,0.36667,0.26667,,,1,2.3831,2983.7803,NaN,5.3668803,5.3824313,5366.8803,5382.4313,15.551,,,,,,,,
20130820T151145,4,27,123709.4415,49.4838,Go,0,,,,,4,2.2165,1650.4034,NaN,3.8669034,3.8829501,3866.9034,3882.9501,16.0467,,,,,,,,
20130820T151145,4,28,127592.3916,51.037,Go,0,,,,,4,2.2165,1650.3476,NaN,3.8668476,3.8828668,3866.8476,3882.8668,16.0192,,,,,,,,
20130820T151145,4,29,131475.2584,52.5901,Go,0,,,,,4,2.2165,1650.3178,NaN,3.8668178,3.882926,3866.8178,3882.926,16.1082,,,,,,,,
20130820T151145,4,30,135358.1844,54.1433,Go,0,,,,,4,2.2164,2650.3145,NaN,4.8667145,4.8829899,4866.7145,4882.9899,16.2754,,,,,,,,
20130820T151145,4,31,140241.1743,56.0965,Go,0,,,,,4,2.2164,2150.317,NaN,4.366717,4.3829553,4366.717,4382.9553,16.2383,,,,,,,,
20130820T151145,4,32,144624.1296,57.8497,Go,0,,,,,4,2.2165,2650.3158,NaN,4.8668158,4.8837,4866.8158,4883.7,16.8842,,,,,,,,
20130820T151145,4,33,149507.8296,59.8031,Stop,1,0.35,0.25,,,1,2.3664,2000.3314,NaN,4.3667314,4.3823256,4366.7314,4382.3256,15.5942,,,,,,,,
20130820T151145,4,34,153890.1552,61.5561,Go,0,,,,,4,2.2165,2150.3246,NaN,4.3668246,4.3836661,4366.8246,4383.6661,16.8415,,,,,,,,
20130820T151145,4,35,158273.8213,63.3095,Stop,1,0.33333,0.23333,,,1,2.3498,2517.014,NaN,4.866814,4.8822411,4866.814,4882.2411,15.4271,,,,,,,,
20130820T151145,4,36,163156.0624,65.2624,Go,0,,,,,4,2.2164,3150.3216,NaN,5.3667216,5.3836829,5366.7216,5383.6829,16.9613,,,,,,,,
20130820T151145,4,37,168539.7453,67.4159,Stop,1,0.35,0.25,,,1,2.3664,2000.3139,NaN,4.3667139,4.3821297,4366.7139,4382.1297,15.4158,,,,,,,,
20130820T151145,4,38,172921.875,69.1687,Go,0,,,,,4,2.2165,1650.3607,NaN,3.8668607,3.883017,3866.8607,3883.017,16.1563,,,,,,,,
20130820T151145,4,39,176804.892,70.722,Go,0,,,50,0.020093,3,2.2164,2150.3299,0.020093,4.3667299,4.3835734,4366.7299,4383.5734,16.8435,,,,,,,,
20130820T151145,4,40,181188.4654,72.4754,Go,0,,,,,4,2.2165,1650.4005,0.020093,3.8669005,3.8825685,3866.9005,3882.5685,15.668,,,,,,,,
20130820T151145,4,41,185071.0339,74.0284,Go,0,,,,,4,2.2165,3150.3961,0.020093,5.3668961,5.3832933,5366.8961,5383.2933,16.3972,,,,,,,,
20130820T151145,4,42,190454.3272,76.1817,Go,0,,,,,4,2.2165,2650.3785,0.020093,4.8668785,4.8869482,4866.8785,4886.9482,20.0697,,,,,,,,
20130820T151145,4,43,195341.2754,78.1365,Stop,1,-0.22991,0.25,,,1,1.7832,2580.2407,0.020093,4.3634407,4.3752374,4363.4407,4375.2374,11.7967,,,,,,,,
20130820T151145,4,44,199716.5128,79.8866,Go,0,,,,,4,2.2165,1650.3387,0.020093,3.8668387,3.8862963,3866.8387,3886.2963,19.4576,,,,,,,,
20130820T151145,4,45,203602.8091,81.4411,Go,0,,,,,4,2.2164,2650.3162,0.020093,4.8667162,4.8828644,4866.7162,4882.8644,16.1482,,,,,,,,
20130820T151145,4,46,208485.6735,83.3943,Go,0,,,,,4,2.2165,2650.4136,0.020093,4.8669136,4.8832412,4866.9136,4883.2412,16.3276,,,,,,,,
20130820T151145,4,47,213368.9147,85.3476,Go,0,,,,,4,2.2165,2150.3147,0.020093,4.3668147,4.3827318,4366.8147,4382.7318,15.9171,,,,,,,,
20130820T151145,4,48,217751.6465,87.1007,Go,0,,,,,4,2.2165,2650.3297,0.020093,4.8668297,4.8829535,4866.8297,4882.9535,16.1238,,,,,,,,
20130820T151145,4,49,222634.6,89.0538,Go,0,,,,,4,2.2164,2650.3231,0.020093,4.8667231,4.8829551,4866.7231,4882.9551,16.232,,,,,,,,
20130820T151145,4,50,227517.5551,91.007,Go,0,,,,,4,2.2165,1650.3178,0.020093,3.8668178,,3866.8178,,,,,,,,,,
