SID,Trial,Stop,Delay,RT,Code,Duration,Mean
20130731T211041,Go,0,,0.45044,3,0.46677,0.40735
20130731T211041,Stop,1,0.26454,,1,2.2665,0.40735
20130731T211041,Go,0,,0.37019,3,0.38326,0.40687
20130731T211041,Go,0,,0.5218,3,0.5333,0.40833
20130731T211041,Go,0,,0.57121,3,0.58258,0.41036
20130731T211041,Go,0,,0.80284,3,0.81645,0.41521
20130731T211041,Go,0,,0.56755,3,0.58328,0.41707
20130731T211041,Go,0,,0.48325,3,0.50002,0.41787
20130731T211041,Go,0,,0.55645,3,0.56661,0.41952
20130731T211041,Go,0,,0.59927,3,0.61652,0.42163
20130731T211041,Go,0,,0.52085,3,0.5332,0.42278
20130731T211041,Go,0,,0.7446,3,0.75037,0.42648
20130731T211041,Go,0,,0.46797,3,0.48327,0.42695
20130731T211041,Stop,1,0.28121,0.25769,2,0.26665,0.42505
20130731T211041,Go,0,,0.28525,3,0.29952,0.4235
20130731T211041,Go,0,,0.56459,3,0.56655,0.42505
20130731T211041,Go,0,,0.6665,3,0.68323,0.42767
20130731T211041,Go,0,,0.45106,3,0.46659,0.42793
20130731T211041,Stop,1,0.26454,,1,2.2663,0.42793
20130731T211041,Go,0,,0.44855,3,0.46662,0.42814
20130731T211041,Go,0,,0.52965,3,0.53335,0.42921
20130731T211041,Go,0,,0.57299,3,0.58328,0.43071
20130731T211041,Stop,1,0.28121,,1,2.2834,0.43071
20130731T211041,Go,0,,0.46622,3,0.4833,0.43108
20130731T211041,Go,0,,0.43124,3,0.43321,0.43108
20130731T211041,Go,0,,0.52778,3,0.53322,0.43206
20130731T211041,Go,0,,0.4102,3,0.41659,0.43184
20130731T211041,Go,0,,0.32243,3,0.33327,0.43075
20130731T211041,Stop,1,0.29788,0.42715,2,0.43336,0.43072
20130731T211041,Go,0,,0.5679,3,0.58319,0.43205
20130731T211041,Stop,1,0.28121,,1,2.283,0.43205
20130731T211041,Go,0,,0.46791,3,0.4833,0.43239
20130731T211041,Go,0,,0.45345,3,0.46667,0.4326
20130731T211041,Go,0,,0.42343,3,0.43327,0.43251
20130731T211041,Go,0,,0.46704,3,0.48319,0.43283
20130731T211041,Go,0,,0.50292,3,0.51658,0.43348
20130731T211041,Go,0,,0.52517,3,0.5332,0.43432
20130731T211041,Stop,1,0.29788,,1,2.2996,0.43432
20130731T211041,Go,0,,0.51477,3,0.51674,0.43505
20130731T211041,Go,0,,0.49404,3,0.49991,0.43558
20130731T211041,Go,0,,0.50933,3,0.51661,0.43624
20130731T211041,Go,0,,0.51743,3,0.53332,0.43696
20130731T211041,Go,0,,0.54766,3,0.55018,0.43793
20130731T211041,Go,0,,0.4387,3,0.44995,0.43794
20130731T211041,Go,0,,0.56699,3,0.58328,0.43905
20130731T211041,Go,0,,0.42561,3,0.43322,0.43894
20130731T211041,Go,0,,0.4878,3,0.49998,0.43935
20130731T211041,Go,0,,0.52632,3,0.53291,0.44008
20130731T211041,Go,0,,0.60148,3,0.6165,0.44143
20130731T211041,Stop,1,0.31454,0.46562,2,0.48329,0.44163
20130731T211041,Go,0,,0.70657,3,0.71661,0.4438
20130731T211041,Go,0,,0.45059,3,0.46578,0.44385
20130731T211041,Go,0,,0.56109,3,0.56697,0.4448
20130731T211041,Go,0,,0.29901,3,0.31656,0.44363
20130731T211041,Stop,1,0.29788,,1,2.2997,0.44363
20130731T211041,Go,0,,0.25757,3,0.26655,0.44216
20130731T211041,Stop,1,0.31454,0.32004,2,0.33336,0.44119
20130731T211041,Go,0,,0.28369,3,0.29975,0.43996
20130731T211041,Go,0,,0.47159,3,0.48264,0.44021
20130731T211041,Go,0,,0.52368,3,0.53334,0.44085
20130731T211041,Go,0,,0.57173,3,0.58329,0.44185
20130731T211041,Go,0,,0.47886,3,0.48339,0.44213
20130731T211041,Go,0,,0.50348,3,0.51654,0.44259
20130731T211041,Go,0,,0.52101,3,0.53314,0.44318
20130731T211041,Go,0,,0.37851,3,0.38372,0.4427
20130731T211041,Go,0,,0.40503,3,0.41621,0.44242
20130731T211041,Go,0,,0.53967,3,0.54998,0.44313
20130731T211041,Go,0,,0.50712,3,0.51659,0.44359
20130731T211041,Go,0,,0.60187,3,0.61669,0.44473
20130731T211041,Stop,1,0.29788,,1,2.2997,0.44473
20130731T211041,Go,0,,0.31111,3,0.31733,0.44378
20130731T211041,Go,0,,0.6132,3,0.61652,0.44498
20130731T211041,Go,0,,0.42054,3,0.43333,0.44481
20130731T211041,Go,0,,0.55763,3,0.56653,0.4456
20130731T211041,Go,0,,0.55293,3,0.56662,0.44634
20130731T211041,Go,0,,0.34736,3,0.34996,0.44566
20130731T211041,Stop,1,0.31454,0.47664,2,0.48331,0.44587
20130731T211041,Go,0,,1.4567,3,1.4665,0.45275
20130731T211041,Go,0,,0.46418,3,0.466,0.45283
20130731T211041,Go,0,,0.47154,3,0.48326,0.45295
20130731T211041,Go,0,,0.46933,3,0.48332,0.45306
20130731T211041,Go,0,,0.47736,3,0.48383,0.45322
20130731T211041,Go,0,,0.5703,3,0.58325,0.45399
20130731T211041,Go,0,,0.3693,3,0.3832,0.45344
20130731T211041,Go,0,,0.72981,3,0.73319,0.45523
20130731T211041,Go,0,,0.43804,3,0.4499,0.45512
20130731T211041,Go,0,,0.42557,3,0.43318,0.45493
20130731T211041,Stop,1,0.29788,,1,2.2998,0.45493
20130731T211041,Go,0,,0.33273,3,0.34994,0.45415
20130731T211041,Go,0,,0.34817,3,0.36609,0.45348
20130731T211041,Go,0,,0.56904,3,0.58317,0.45421
20130731T211041,Go,0,,0.38118,3,0.38326,0.45375
20130731T211041,Go,0,,0.474,3,0.48318,0.45388
20130731T211041,Go,0,,0.48495,3,0.49997,0.45407
20130731T211041,Go,0,,0.58721,3,0.59994,0.45489
20130731T211041,Go,0,,0.64116,3,0.64988,0.45602
20130731T211041,Go,0,,0.39269,3,0.39997,0.45564
20130731T211041,Go,0,,0.41213,3,0.41666,0.45538
20130731T211041,Go,0,,0.63302,3,0.64984,0.45644
20130731T211041,Go,0,,0.41382,3,0.41655,0.45619
20130731T211041,Go,0,,0.51684,3,0.53333,0.45655
20130731T211041,Go,0,,0.68145,3,0.68341,0.45787
20130731T211041,Go,0,,0.37118,3,0.3833,0.45736
20130731T211041,Go,0,,0.79175,3,0.79989,0.45931
20130731T211041,Stop,1,0.31454,0.4696,2,0.48323,0.45937
20130731T211041,Go,0,,0.4107,3,0.4168,0.45909
20130731T211041,Go,0,,0.50236,3,0.51669,0.45933
20130731T211041,Go,0,,0.42904,3,0.43312,0.45916
20130731T211041,Go,0,,0.66347,3,0.66599,0.46032
20130731T211041,Go,0,,0.64165,3,0.64994,0.46133
20130731T211041,Go,0,,0.63641,3,0.6499,0.46231
20130731T211041,Go,0,,0.8342,3,0.84998,0.46438
20130731T211041,Go,0,,0.75664,3,0.76655,0.46599
20130731T211041,Go,0,,0.64548,3,0.64969,0.46698
20130731T211041,Go,0,,0.66041,3,0.66663,0.46804
20130731T211041,Go,0,,0.642,3,0.65004,0.46898
20130731T211041,Go,0,,0.68769,3,0.69895,0.47016
20130731T211041,Go,0,,0.52818,3,0.53322,0.47048
20130731T211041,Go,0,,0.53503,3,0.5498,0.47082
20130731T211041,Stop,1,0.29788,,1,2.2998,0.47082
20130731T211041,Go,0,,0.62432,3,0.63324,0.47164
